title,rating,price,fan_rpm,noise_level,color,radiator_size
Lian Li GALAHAD AIO 240 RGB UNI FAN SL120 EDITION,4.5,$237.90,800 - 1900 RPM,32 dB,White / Silver,240 mm
Thermalright AQUA ELITE ARGB V4,5.0,$43.99,1550 RPM,25.6 dB,White,240 mm
Corsair H100i v2,4.5,None,2435 RPM,37.7 dB,None,240 mm
be quiet! Pure Loop 2 FX,4.0,$119.90,None,8 - 32.3 dB,Black,240 mm
Thermaltake UX200 SE ARGB,5.0,$29.70,800 - 1800 RPM,25 dB,White,None
Thermalright AXP120-X67,4.5,$30.90,1800 RPM,26.1 dB,White,None
Lian Li Galahad II Trinity Performance,3.0,None,2300 - 3000 RPM,32.1 - 39.9 dB,Black,360 mm
Noctua NH-P1,5.0,$119.95,None,0 dB,Silver,None
ARCTIC Liquid Freezer II 280,4.5,None,200 - 1700 RPM,None,Black,280 mm
ID-COOLING FX360 INF,5.0,$79.98,300 - 2000 RPM,27.2 dB,Black,360 mm
ID-COOLING IS-47-XT,5.0,$34.99,800 - 2800 RPM,32.5 dB,Black,None
ID-COOLING SE-214-XT PLUS,None,$19.98,700 - 1800 RPM,35.2 dB,Black / Silver,None
ENDORFY Spartan 5,None,$16.50,250 - 1500 RPM,None,Black / Silver,None
be quiet! Silent Loop 3,None,$139.90,2500 RPM,18.7 - 36.9 dB,Black,240 mm
Deepcool AK400,4.5,None,500 - 1850 RPM,29 dB,White,None
be quiet! Light Loop,5.0,$175.50,1500 - 2900 RPM,17.2 - 36.8 dB,White,360 mm
Thermalright AXP120-X67,5.0,$31.29,1800 RPM,26.1 dB,Gray,None
MSI MPG CORELIQUID D360,None,$925.87,None,None,Black,360 mm
NZXT Kraken Z63,4.5,$254.99,500 - 1800 RPM,21 - 38 dB,Black,280 mm
Noctua NH-U14S,4.5,$89.95,300 - 1500 RPM,19.2 - 24.6 dB,None,None
Noctua NH-D9L chromax.black,5.0,$84.95,400 - 2000 RPM,16.3 - 22.8 dB,Black,None
ARCTIC Alpine 17,None,$11.99,100 - 2000 RPM,None,Black / White,None
Scythe Mugen 6 Dual Fan,5.0,$56.99,300 - 2000 RPM,3 - 26.88 dB,Black,None
be quiet! Dark Rock 4,4.5,None,1400 RPM,None,Black,None
MSI MAG CORELIQUID A13,None,$99.99,None,None,White,360 mm
NZXT Kraken 280 RGB,4.0,$199.99,500 - 1500 RPM,34.48 dB,White,280 mm
Thermaltake TH240 V2 ARGB Sync,4.0,$79.98,500 - 2000 RPM,25.8 dB,Black,240 mm
Lian Li Galahad II Lite RGB,None,$108.99,300 - 2500 RPM,34.8 dB,Black,360 mm
ID-COOLING FROZN A620 PRO SE ARGB,None,$39.99,300 - 2000 RPM,27.2 dB,Black,None
Thermalright AXP90-X53,5.0,$21.39,2700 RPM,22.4 dB,Gray,None
Corsair iCUE LINK H100i LCD,4.5,$132.07,480 - 2400 RPM,None,Black,240 mm
Corsair NAUTILUS 240 RS ARGB,None,$99.99,2100 RPM,34 dB,White,240 mm
Vetroo V360,4.0,$57.99,800 - 1800 RPM,30.8 dB,White / Gray,360 mm
NZXT Kraken Elite 360,4.5,Out of stock$279.99,500 - 1800 RPM,17.9 - 30.6 dB,Black,360 mm
Lian Li Galahad II LCD,5.0,$475.26,300 - 2450 RPM,30 dB,White,360 mm
Thermalright Frozen Prism ARGB,4.0,$47.90,1850 RPM,27 dB,Black,240 mm
Corsair iCUE LINK H150i LCD,5.0,None,480 - 2400 RPM,None,Black,360 mm
Scythe Mugen 5 Rev. B,4.5,None,300 - 1200 RPM,4 - 24.9 dB,Silver / Black,None
Asus ROG STRIX LC II ARGB,4.5,$154.99,800 - 2500 RPM,37.6 dB,White / Black,360 mm
ARCTIC Liquid Freezer II 420 A-RGB,4.5,$119.99,200 - 1900 RPM,22.5 dB,Black,420 mm
Corsair iCUE H115i ELITE CAPELLIX XT,5.0,$170.87,500 - 1700 RPM,5 - 33.8 dB,Black,280 mm
NZXT Kraken Elite 240 RGB,4.5,Out of stock$259.99,500 - 1800 RPM,17.9 - 30.6 dB,White,240 mm
Corsair iCUE H100i RGB PRO XT,4.0,None,2400 RPM,37 dB,Black,240 mm
Deepcool LS720S ZERO DARK,5.0,None,500 - 2250 RPM,28.2 - 32.9 dB,Black,360 mm
Deepcool LS720,4.5,None,500 - 2250 RPM,32.9 dB,Black,360 mm
ARCTIC Alpine 17 CO,5.0,$12.99,250 - 2700 RPM,None,Black,None
ENDORFY Fera 5,5.0,$27.50,250 - 1800 RPM,None,Black / Silver,None
Deepcool AG200,5.0,None,500 - 3050 RPM,30.5 dB,Black / Silver,None
Deepcool AK500 ZERO DARK,4.5,None,500 - 1850 RPM,25.9 - 31.5 dB,Black,None
ID-COOLING FX240 INF,None,$84.99,2900 RPM,25 dB,Pink,240 mm
Lian Li GALAHAD AIO 360 RGB UNI FAN SL120 EDITION,4.5,None,800 - 1900 RPM,32 dB,Black / Silver,360 mm
Cooler Master MasterLiquid 240 Atmos,5.0,$114.99,690 - 2500 RPM,27.2 dB,Black,240 mm
Corsair iCUE H100i ELITE CAPELLIX,4.5,None,2400 RPM,10 - 37 dB,Black,240 mm
NZXT T120,None,$34.99,500 - 1800 RPM,17.9 - 30.6 dB,Black,None
ARCTIC Liquid Freezer II 240,4.5,None,200 - 1800 RPM,None,Black,240 mm
Corsair H100i RGB PLATINUM,4.5,None,2400 RPM,37 dB,Black / Silver,240 mm
ARCTIC Alpine 23 CO,5.0,$15.99,100 - 2000 RPM,None,Black,None
Thermalright Aqua Elite ARGB V2,4.0,None,2000 RPM,28.2 dB,None,360 mm
Thermalright Frozen Prism ARGB,4.5,$47.90,1850 RPM,27 dB,White,240 mm
Deepcool AK400 ZERO DARK PLUS,4.5,None,500 - 1650 RPM,28 dB,Black,None
Cooler Master Hyper 620S,4.5,$39.99,350 - 1750 RPM,27.2 dB,Black / Silver,None
Thermalright Burst Assassin 120 EVO DARK,5.0,$29.39,1500 RPM,25.6 dB,Black,None
Thermaltake TH360 V2 ARGB Sync,None,$120.99,500 - 2000 RPM,25.8 dB,White,360 mm
MSI MAG CORELIQUID I360,None,$139.99,None,None,Black,360 mm
Corsair iCUE H150i ELITE CAPELLIX,4.5,$348.82,2400 RPM,10 - 37 dB,White,360 mm
Montech HyperFlow Silent 360,4.0,$79.90,800 - 2200 RPM,24.8 dB,Black,360 mm
Cooler Master MasterLiquid 240L Core,4.0,$183.00,650 - 1750 RPM,27.2 dB,Black,240 mm
Fractal Design Lumen S24 RGB V2,4.0,$113.98,500 - 2000 RPM,10 - 33.2 dB,Black,240 mm
Asus ROG RYUO III 360 ARGB WHITE EDITION,None,$209.99,2200 RPM,36.45 dB,White,360 mm
NZXT Kraken Elite 240 RGB (2024),5.0,$228.99,500 - 2400 RPM,30 dB,Black,240 mm
be quiet! Dark Rock Slim,4.5,$69.90,1500 RPM,11 - 23.6 dB,Black,None
be quiet! Silent Loop 2 360,4.5,$188.37,2200 RPM,17.7 - 39.8 dB,Black,360 mm
MSI MAG CORELIQUID A15,None,$109.99,500 - 2050 RPM,28.7 dB,Black,360 mm
Noctua NH-L12Sx77,None,$79.95,450 - 1850 RPM,16.8 - 23.9 dB,Silver / Beige,None
ARCTIC Liquid Freezer II 280 A-RGB,4.5,$102.99,200 - 1900 RPM,22.5 dB,Black,280 mm
ARCTIC Freezer 36 CO,5.0,$47.99,200 - 1800 RPM,None,Black / Silver,None
Vetroo V240,4.5,$52.99,800 - 1800 RPM,30.8 dB,White / Gray,240 mm
NZXT Kraken Z73 RGB,4.0,$279.99,500 - 1500 RPM,22 - 33 dB,Black,360 mm
NZXT Kraken X73,4.5,Out of stock$147.98,500 - 2000 RPM,21 - 36 dB,Black,360 mm
NZXT Kraken Elite 280,4.0,$224.99,500 - 1500 RPM,19.4 - 32.1 dB,Black,280 mm
Vetroo V5,4.5,$29.99,800 - 1700 RPM,30.8 dB,White,None
Cooler Master Hyper 212 EVO V2,4.0,$89.99,650 - 1800 RPM,8 - 27 dB,Black / Silver,None
MSI MAG CORELIQUID M360,5.0,$139.10,500 - 2000 RPM,14.3 - 34.3 dB,Black,360 mm
Corsair iCUE LINK TITAN 240 RX LCD,None,$179.99,300 - 2100 RPM,10 - 36 dB,Black,240 mm
ARCTIC Alpine AM4,None,$11.99,100 - 2000 RPM,None,Black / White,None
Corsair H60 (2018),4.5,None,1700 RPM,28.3 dB,Black,120 mm
HYTE THICC Q60,5.0,$249.00,None,10 - 47.3 dB,White / Black,240 mm
Thermalright Assassin X Refined SE RGB,4.5,$19.29,1550 RPM,25.6 dB,White / Silver,None
Deepcool AK620 DIGITAL WH,5.0,None,500 - 1850 RPM,28 dB,White,None
MSI MAG CORELIQUID E360 WHITE,None,$139.99,None,None,White,360 mm
Lian Li Galahad II Trinity,4.0,$119.99,2450 RPM,35.4 dB,Black,240 mm
Thermalright Frozen Warframe ARGB,4.0,$69.90,2000 RPM,22.1 dB,Black,240 mm
Corsair iCUE H100i ELITE LCD XT,5.0,$270.00,550 - 2100 RPM,5 - 34.1 dB,Black,240 mm
Thermalright Core Vision ARGB,None,$97.39,2000 RPM,27.7 dB,Black,360 mm
Thermalright Silver Soul 110,4.5,$32.90,2500 RPM,23 dB,Black,None
Deepcool LS720 SE WH,4.5,None,500 - 2250 RPM,28.2 - 32.9 dB,White,360 mm
MSI MAG CORELIQUID I360,5.0,$139.99,None,None,White,360 mm
Thermaltake Contact 9 SE,4.0,$19.98,800 - 2000 RPM,24.5 dB,Black / Silver,None
be quiet! Pure Loop 2,3.5,$94.90,None,15.4 - 34.9 dB,Black,240 mm
NZXT Kraken Elite 240 RGB (2024),None,$259.99,500 - 2400 RPM,30 dB,White,240 mm
iBuypower AW4,None,$79.98,700 - 2000 RPM,38 dB,Black,240 mm
Jonsbo CR-1400 EVO Color White,5.0,$27.50,800 - 2200 RPM,22.3 - 33.8 dB,White,None
Thermalright Frozen Warframe ULTRA ARGB,None,$99.90,2000 RPM,22.1 dB,White,360 mm
NZXT T120,5.0,$32.49,500 - 1800 RPM,17.9 - 30.6 dB,White,None
TRYX PANORAMA,4.5,None,500 - 2250 RPM,30.97 dB,Black,360 mm
Deepcool GAMMAXX AG400 ARGB,4.5,None,500 - 2000 RPM,31.6 dB,White,None
Thermalright Grand Vision ARGB,None,$169.90,2150 RPM,29.4 dB,White,360 mm
NZXT Kraken M22,4.0,$89.99,500 - 2000 RPM,21 - 36 dB,Black,120 mm
Gigabyte AORUS WATERFORCE II 240,None,$123.37,800 - 2300 RPM,12.8 - 36.9 dB,Black,240 mm
Corsair iCUE H100x RGB ELITE,4.5,None,1500 RPM,7 - 28 dB,Black,240 mm
Thermalright RK120 SE,5.0,$30.29,1500 RPM,25.6 dB,Black / Silver,None
Cooler Master MasterLiquid 360 ATMOS Stealth,None,$134.99,1 - 2400 RPM,30 dB,Black,360 mm
SAMA SM360 LCD,5.0,$210.14,800 - 1800 RPM,35.5 dB,White,360 mm
Thermalright Peerless Assassin 120 White ARGB,5.0,None,1550 RPM,25.6 dB,White,None
Deepcool ASSASSIN IV,4.5,None,500 - 1700 RPM,22.6 - 29.3 dB,White,None
Thermalright Royal Knight 120,None,$34.90,2150 RPM,29.4 dB,Black,None
ID-COOLING IS-67-XT,5.0,$39.99,500 - 2200 RPM,35.2 dB,Black,None
Lian Li Galahad II LCD,4.5,Out of stock$259.49,300 - 2450 RPM,30 dB,Black,360 mm
Cooler Master MasterLiquid 240 ATMOS Stealth,None,$134.99,1 - 2400 RPM,30 dB,Black,240 mm
ENDORFY Spartan 5 ARGB,None,$18.00,250 - 1500 RPM,None,Black / Silver,None
Razer Hanbo Chroma,None,$79.98,None,None,Black,360 mm
Lian Li Galahad II Lite Performance,None,$104.99,200 - 2500 RPM,29.8 dB,Black,360 mm
Scythe Mugen 6,5.0,$46.99,300 - 2000 RPM,3 - 26.88 dB,Black,None
Thermalright Assassin King SE ARGB,4.0,$18.59,1550 RPM,25.6 dB,Silver / Gray,None
Xilence A250PWM,None,$42.00,1000 - 2800 RPM,17.8 - 32 dB,Red / Black,None
Phanteks Glacier One 360MPH,5.0,$330.00,500 - 2200 RPM,18 - 34.2 dB,White,360 mm
Corsair iCUE H150i RGB ELITE,4.0,None,400 - 1850 RPM,19 - 35.8 dB,Black,360 mm
Cooler Master MasterAir MA824 Stealth,None,$99.99,None,0 - 24.6 dB,Black,None
Corsair iCUE H170i ELITE CAPELLIX,4.5,None,2000 RPM,10 - 37 dB,Black,420 mm
Deepcool LT720 WH,4.0,None,500 - 2250 RPM,32.9 dB,White,360 mm
Thermalright Peerless Assassin,4.5,$37.90,1550 RPM,25.6 dB,Gray,None
Cooler Master Hyper 212 Black X Duo,None,$121.82,690 - 2500 RPM,32.8 dB,Black,None
ENDORFY Spartan 5 MAX ARGB,None,$24.00,250 - 1500 RPM,None,Black / Silver,None
Corsair iCUE LINK H150i RGB,4.0,None,480 - 2400 RPM,None,White,360 mm
NZXT Kraken Elite 280 RGB,4.5,$313.86,500 - 1500 RPM,34.48 dB,White,280 mm
Asus TUF Gaming LC II ARGB,None,$119.99,800 - 2000 RPM,29 dB,Black,240 mm
be quiet! Pure Rock Pro 3,None,$54.90,2000 RPM,14 - 34.8 dB,Silver / Black,None
Thermalright Core Vision ARGB,None,$106.90,2000 RPM,27.7 dB,White,360 mm
Gigabyte AORUS WATERFORCE X,4.0,$199.99,800 - 2500 RPM,7.9 - 37.6 dB,Black,360 mm
Thermalright Frozen Edge,5.0,$47.39,2150 RPM,28.1 dB,White,240 mm
Thermaltake TH360 V2 Ultra ARGB Sync,None,$179.99,500 - 1800 RPM,25.8 dB,Black,360 mm
ID-COOLING SE-224-XTS BLACK,4.5,$26.99,600 - 1500 RPM,28.9 dB,Black,None
Asus ROG RYUO III 240 ARGB,5.0,$149.99,2200 RPM,36.45 dB,Black,240 mm
Razer Hanbo Chroma,4.5,$59.99,None,None,Black,240 mm
Asus ROG STRIX LC II ARGB,4.5,Out of stock$149.99,800 - 2500 RPM,37.6 dB,Black,360 mm
Asus ROG STRIX LC III ARGB LCD,None,$299.99,800 - 2200 RPM,36 dB,Black,360 mm
HYTE THICC Q80 Trio,5.0,Out of stock$319.99,1 - 3000 RPM,10 - 47.3 dB,Black,360 mm
be quiet! Pure Rock Pro 3 LX,None,$64.90,2000 RPM,14 - 34.8 dB,Black,None
Deepcool LT520,4.5,None,500 - 2250 RPM,32.9 dB,Black / Gray,240 mm
Gigabyte AORUS WATERFORCE X II 360 ICE,None,$219.99,800 - 2400 RPM,12 - 37.5 dB,White,360 mm
Lian Li Galahad II Trinity,4.0,$188.26,2450 RPM,35.4 dB,Black,360 mm
Vetroo V5,4.5,$29.99,800 - 1700 RPM,30.8 dB,Pink,None
MSI MAG CORELIQUID E240,None,$94.99,None,None,Black,240 mm
Asus Prime LC 240 ARGB,None,$83.98,600 - 2200 RPM,None,Black,240 mm
Thermalright Frozen Infinity 240 ARGB,None,$46.90,2000 RPM,28.2 dB,White,240 mm
Corsair iCUE H150i RGB ELITE,4.0,None,400 - 1850 RPM,5 - 28.9 dB,White,360 mm
Thermalright Core Vision ARGB,5.0,$82.39,2000 RPM,27.7 dB,Black,360 mm
Thermalright Assassin Spirit 120 Vision ARGB,None,$30.90,1500 RPM,25.6 dB,Black,None
Deepcool Assassin 4S,5.0,None,500 - 1800 RPM,29.3 dB,Black,None
ID-COOLING FROZN A410 DK,None,$34.99,500 - 2000 RPM,29.85 dB,Black,None
Lian Li GALAHAD AIO 360 RGB,4.5,None,800 - 1900 RPM,None,White / Silver,360 mm
Vetroo V360,None,$64.95,800 - 1800 RPM,30.8 dB,Black,360 mm
Noctua NH-U9DXi4,5.0,$64.95,300 - 1600 RPM,13.1 - 17.6 dB,None,None
Cooler Master Hyper 622 Halo,None,$64.98,650 - 2050 RPM,27 dB,White,None
Corsair iCUE H60x RGB ELITE,None,None,1500 RPM,7 - 28 dB,Black,120 mm
NZXT Kraken Elite 280 RGB,5.0,$259.99,500 - 1500 RPM,34.48 dB,Black,280 mm
ID-COOLING FROZN A400 BLACK,5.0,$26.99,500 - 2200 RPM,25.8 dB,Black,None
Corsair iCUE LINK TITAN 240 RX LCD,None,$179.99,300 - 2100 RPM,10 - 36 dB,White,240 mm
Deepcool AG400 DIGITAL BK ARGB,None,None,500 - 2100 RPM,31.6 dB,Black,None
Cooler Master MasterLiquid ML360 Illusion,4.5,$154.66,650 - 1800 RPM,6 - 30 dB,Black / Silver,360 mm
Deepcool AK400 DIGITAL WH,5.0,None,500 - 1850 RPM,28 dB,White,None
EK EK-Nucleus AIO CR240 Lux D-RGB,4.5,$127.99,550 - 2300 RPM,36 dB,Black,240 mm
Corsair H100x,4.0,None,1700 RPM,37 dB,Black,240 mm
Thermalright Peerless Assassin 120 SE V2,None,$37.90,1850 RPM,29.5 dB,Black / Silver,None
Asus ProArt LC 360,None,$289.99,None,0 - 39.5 dB,Black,360 mm
Deepcool LD360,5.0,None,600 - 2400 RPM,38.71 dB,Black,360 mm
Antec VORTEX 360,None,None,600 - 2000 RPM,31.24 dB,Black,360 mm
Phanteks GLACIER ONE 360D30,5.0,None,250 - 2000 RPM,30.2 dB,White,360 mm
Phanteks GLACIER ONE 360D30,5.0,None,250 - 2000 RPM,30.2 dB,Black,360 mm
TRYX PANORAMA,5.0,None,500 - 2250 RPM,30.97 dB,White,360 mm
Scythe SHURIKEN 3,None,$39.99,300 - 2500 RPM,1.8 - 31.78 dB,Black,None
ENDORFY Fera 5 Dual Fan,4.5,$32.50,250 - 1800 RPM,None,Black / Silver,None
Thermalright Assassin King 120 Mini WHITE ARGB V3,4.0,$19.69,1500 RPM,25.6 dB,White / Silver,None
Noctua NH-L9x65 SE-AM4,4.0,$59.95,600 - 2500 RPM,14.8 - 23.6 dB,None,None
Corsair H100i RGB PLATINUM SE,4.5,None,2200 RPM,36 dB,White,240 mm
Cooler Master MASTERLIQUID ML120L RGB V2,4.5,None,650 - 1800 RPM,6 - 27 dB,Black,120 mm
NZXT Kraken Elite 240,4.5,Out of stock$239.99,500 - 1800 RPM,17.9 - 30.6 dB,Black,240 mm
Deepcool LE720,3.0,None,500 - 2250 RPM,32.9 dB,White,360 mm
Cooler Master Hyper 411 Nano,None,None,650 - 2500 RPM,30.04 dB,Black,None
ARCTIC Liquid Freezer II 420,4.5,None,200 - 1700 RPM,None,Black,420 mm
Asus ROG RYUJIN II ARGB,None,None,None,None,Black,240 mm
Cooler Master I70C,None,$17.91,650 - 1800 RPM,28 dB,Black / Silver,None
Corsair H100i PRO RGB,4.5,None,2400 RPM,37 dB,Black,240 mm
Thermalright Frozen Warframe ULTRA ARGB,None,$99.90,2000 RPM,22.1 dB,Black,360 mm
ID-COOLING FX360 PRO,None,None,500 - 1800 RPM,35.2 dB,White,360 mm
Cooler Master MasterLiquid 360 Core II,3.0,$84.99,600 - 1750 RPM,30 dB,Black,360 mm
Noctua NH-U14S TR4-SP3,4.5,$109.95,300 - 1500 RPM,19.2 - 24.6 dB,None,None
Cooler Master MasterLiquid 240 Core II,None,$69.98,600 - 1750 RPM,30 dB,Black,240 mm
Thermalright Peerless Assassin 120 Digital,None,None,1850 RPM,25.6 dB,Black,None
Thermalright Assassin Spirit V2 Plus,5.0,None,1500 RPM,25.6 dB,Gray,None
Asus ROG Ryujin III,None,$174.99,450 - 2000 RPM,29.7 dB,Black,240 mm
Deepcool AG400 PLUS,5.0,None,500 - 2000 RPM,None,Black / Silver,None
EK Nucleus AIO CR240 Dark,4.5,None,550 - 2300 RPM,36 dB,Black,240 mm
be quiet! Pure Loop 2 FX,5.0,None,None,10.8 - 32.8 dB,Black,280 mm
Corsair iCUE H150i RGB PRO XT,4.0,Out of stock$135.98,2400 RPM,37 dB,Black / White,360 mm
Thermalright Frozen Prism,3.0,$47.90,1850 RPM,27 dB,Black,240 mm
Fractal Design Celsius S24,4.5,$158.77,500 - 2000 RPM,32.2 dB,None,240 mm
ARCTIC Freezer 7 X CO,4.5,$26.27,300 - 2000 RPM,None,Black / Silver,None
Asus ROG Ryujin III,None,$329.99,600 - 2200 RPM,36.45 dB,White,360 mm
Thermaltake TH120 V2 ARGB Sync,4.0,$69.98,500 - 2000 RPM,25.8 dB,Black,120 mm
Asus ROG STRIX LC III ARGB,None,$279.99,800 - 2200 RPM,36 dB,Black,360 mm
Deepcool AK620 DIGITAL PRO,None,None,500 - 1750 RPM,25 dB,Black,None
ID-COOLING FX240 PRO,None,$54.99,500 - 1800 RPM,35.2 dB,White,240 mm
Thermaltake Gravity i3,5.0,$17.79,1200 - 3500 RPM,36.5 dB,Silver / Black,None
HYTE THICC Q80 Trio,None,Out of stock$319.99,1 - 3000 RPM,10 - 47.3 dB,White,360 mm
NZXT Kraken Elite 240 RGB,4.5,Out of stock$259.99,500 - 1800 RPM,17.9 - 30.6 dB,Black,240 mm
Thermaltake TH360 V2 Ultra ARGB Sync,4.0,$179.99,500 - 1800 RPM,25.8 dB,White,360 mm
be quiet! Pure Rock 3 LX,4.0,$42.90,2000 RPM,14 - 34.8 dB,Black,None
GAMDIAS CHIONE M4-360,None,$109.99,800 - 2000 RPM,11 - 29 dB,Black,360 mm
EK Nucleus AIO CR360 Dark,4.5,None,550 - 2300 RPM,36 dB,Black,360 mm
Noctua NH-D14,4.5,None,900 - 1200 RPM,12.6 - 19.8 dB,None,None
Corsair iCUE LINK TITAN 280 RX RGB,None,$179.99,300 - 1700 RPM,None,Black,280 mm
Thermalright SI-100,3.0,$26.90,2000 RPM,27.7 dB,Black,None
Deepcool LS520S ZERO DARK,None,None,500 - 2250 RPM,28.2 - 32.9 dB,Black,240 mm
MSI MAG CORELIQUID A13,None,$84.99,None,None,White,240 mm
MSI MAG CORELIQUID M240,None,$119.99,500 - 2000 RPM,14.3 - 34.3 dB,Black,240 mm
Deepcool Ice Edge Mini FS V2.0,5.0,None,2200 RPM,24.7 dB,None,None
Noctua NH-L12 Ghost S1,4.0,$74.95,300 - 1600 RPM,13.1 - 17.6 dB,Silver / Beige,None
Corsair H150,None,None,1500 RPM,18 - 26.5 dB,Black,360 mm
Jonsbo CR-1400 EVO ARGB Black,3.0,$27.50,800 - 2200 RPM,22.3 - 33.8 dB,Black,None
Thermalright Silver Soul 110,5.0,$28.90,2500 RPM,23 dB,White,None
ID-COOLING FROZN A620 GDL,2.0,$49.99,500 - 2000 RPM,29.9 dB,Black / Gold,None
NZXT Kraken Z53,4.5,Out of stock$187.98,500 - 2000 RPM,21 - 36 dB,Black,240 mm
Geometric Future Eskimo Pro 42,5.0,$109.90,2400 RPM,34.2 dB,Black,420 mm
Fractal Design Lumen S36 RGB V2,4.0,$134.98,500 - 2000 RPM,10 - 33.2 dB,Black,360 mm
Gelid Solutions Slim Silence AM1,5.0,None,1200 - 2600 RPM,15 - 27.2 dB,None,None
Deepcool ASSASSIN IV VC VISION,None,None,500 - 1800 RPM,29.3 dB,Black,None
MSI MAG CORELIQUID P240,4.5,None,500 - 2000 RPM,14.3 - 34.3 dB,Black,240 mm
ARCTIC Freezer 34 eSports DUO,5.0,None,200 - 2100 RPM,24.4 dB,White / Gray,None
Scythe FUMA 2,4.5,None,300 - 1200 RPM,2.7 - 24.9 dB,Black / Silver,None
Lian Li Galahad II Trinity Performance,4.0,None,2300 - 3000 RPM,32.1 - 39.9 dB,White,360 mm
Corsair iCUE H170i ELITE CAPELLIX XT,4.5,None,500 - 1700 RPM,5 - 33.8 dB,Black,420 mm
ID-COOLING SL360,4.0,$189.99,500 - 2000 RPM,29.9 dB,Black,360 mm
Inter-Tech ALSEYE W90,5.0,$34.19,3000 RPM,36.7 dB,White / Black,None
Cooler Master X Dream I117,5.0,None,1800 RPM,None,None,None
Asus ROG STRIX LC II,None,$109.99,800 - 2500 RPM,37.6 dB,Black,240 mm
Corsair iCUE H100i RGB ELITE,3.5,$162.33,400 - 1850 RPM,5 - 28.9 dB,White,240 mm
Thermalright Peerless Assassin MINI,5.0,None,1500 RPM,25.6 dB,White,None
Cooler Master Masterliquid 360 Atmos,None,$149.99,690 - 2500 RPM,27.2 dB,White,360 mm
Deepcool AG300,None,None,500 - 3050 RPM,30.5 dB,Black / Silver,None
Asus ROG STRIX LC 360 RGB White Edition,3.5,$411.00,800 - 2500 RPM,37.6 dB,White,360 mm
Deepcool AG620,4.0,None,300 - 1850 RPM,29.4 dB,Black / Silver,None
Deepcool LS520 SE,4.0,None,500 - 2250 RPM,28.2 - 32.9 dB,Black,240 mm
Lian Li Galahad II LCD,5.0,$185.79,300 - 1550 RPM,26.7 dB,White,280 mm
be quiet! Shadow Rock LP,4.5,$49.90,1500 RPM,14.8 - 25.5 dB,None,None
ENDORFY Navis F360 ARGB,None,$172.74,250 - 1800 RPM,None,Black,360 mm
Corsair H115i RGB PLATINUM,4.5,None,2000 RPM,37 dB,Black / Silver,280 mm
Thermalright Assassin King SE,4.0,$19.39,1550 RPM,25.6 dB,Silver / Gray,None
Cooler Master Hyper 212 RGB Black Edition,4.0,$59.99,650 - 2000 RPM,8 - 30 dB,None,None
Cooler Master MasterLiquid Lite 120,4.0,None,650 - 2000 RPM,6 - 30 dB,None,120 mm
Gelid Solutions Liquid 360,None,$92.99,750 - 1800 RPM,29.6 dB,Black,360 mm
Thermaltake TH420 V2 Ultra ARGB Sync,None,$214.98,500 - 2000 RPM,34.7 dB,White,420 mm
ID-COOLING SE-225-XT,5.0,$44.99,700 - 1800 RPM,15.2 - 35.2 dB,Black,None
NZXT Kraken X62,4.5,None,500 - 1800 RPM,21 - 38 dB,None,280 mm
Cooler Master MasterLiquid PL240 FLUX,4.5,$81.05,None,32 dB,Black,240 mm
ID-COOLING FROZN A620 ARGB WHITE,None,$59.99,500 - 2000 RPM,29.9 dB,White,None
ID-COOLING FX240 INF,None,$69.98,300 - 2000 RPM,27.2 dB,Black,240 mm
Cooler Master MasterLiquid Lite 240,4.0,None,650 - 2000 RPM,6 - 30 dB,None,240 mm
Noctua NH-U9 TR4-SP3,5.0,$99.95,400 - 2000 RPM,16.3 - 22.8 dB,None,None
ID-COOLING IS-55 ARGB,5.0,$34.99,500 - 2000 RPM,31.2 dB,Black,None
Phanteks GLACIER ONE 420D30,5.0,Out of stock$179.99,250 - 1800 RPM,29.5 dB,Black,420 mm
Corsair H60,4.0,$274.99,2000 RPM,30.85 dB,None,120 mm
Thermalright Frozen Notte ARGB V2,4.5,None,2000 RPM,27.7 dB,Black,360 mm
iBuypower AW4,None,$99.99,700 - 2000 RPM,38 dB,Black,360 mm
Thermalright Hyper Vision ARGB,5.0,$159.99,2150 RPM,27 dB,White,360 mm
be quiet! Silent Loop 2 240,4.5,None,2200 RPM,16.8 - 38.3 dB,Black,240 mm
Deepcool AK500 DIGITAL,4.5,None,500 - 1850 RPM,28 dB,Black,None
Corsair H100,5.0,None,1500 RPM,18 - 26.5 dB,Black,240 mm
NZXT Kraken 280 RGB,5.0,$184.99,500 - 1500 RPM,34.48 dB,Black,280 mm
Thermalright Frost Commander 140 BLACK,4.5,$60.90,1800 RPM,30.2 dB,Black,None
Fractal Design Lumen S28 RGB V2,5.0,$123.98,500 - 1700 RPM,10 - 35.5 dB,Black,280 mm
APNX AP1-V,None,$29.99,600 - 1800 RPM,16.1 - 32.8 dB,White,None
Noctua NH-C14S,4.5,$89.95,300 - 1500 RPM,19.2 - 24.6 dB,None,None
Cooler Master Hyper 212 Black Edition,4.0,$76.68,800 - 2000 RPM,6.5 - 26 dB,None,None
Montech HyperFlow Silent 360,None,$79.90,800 - 2200 RPM,24.8 dB,White,360 mm
ID-COOLING FROZN A410 ARGB,None,$39.99,500 - 2000 RPM,29.9 dB,Black,None
Cooler Master Hyper 212 Halo SF6 Ryu,5.0,$31.67,650 - 2050 RPM,27 dB,White / Orange,None
