title,rating,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency,module_count,gb_per_module,total_ram
Kingston FURY Impact 32 GB,,93.45,DDR5-5600,2 x 16GB,2.92,Black,14.286 ns,40.0,2,16,32
PNY XLR8 Gaming RGB 32 GB,,84.99,DDR5-6400,2 x 16GB,2.656,Black,11.25 ns,36.0,2,16,32
Kingston FURY Beast RGB 32 GB,4.0,99.99,DDR5-5200,2 x 16GB,3.125,Black,15.385 ns,40.0,2,16,32
G.Skill Ripjaws V 16 GB,4.5,32.99,DDR4-3200,2 x 8GB,2.062,Red,10 ns,16.0,2,8,16
G.Skill TridentZ RGB  32 GB,,418.0,DDR4-4800,2 x 16GB,13.062,Black,8.333 ns,20.0,2,16,32
Silicon Power XPOWER Turbine 32 GB,5.0,,DDR4-3200,2 x 16GB,,Blue,10 ns,16.0,2,16,32
ADATA XPG SPECTRIX D50 32 GB,,79.98,DDR4-3200,2 x 16GB,2.499,White,10 ns,16.0,2,16,32
ADATA XPG Z1 16 GB,4.0,,DDR4-3000,2 x 8GB,,Silver / Black,10.667 ns,16.0,2,8,16
Patriot Viper 4 Blackout 64 GB,,937.46,DDR4-3000,2 x 32GB,14.648,Black,10.667 ns,16.0,2,32,64
Corsair Dominator Titanium 48 GB,5.0,225.59,DDR5-7000,2 x 24GB,4.7,White,10.286 ns,36.0,2,24,48
TEAMGROUP Elite 16 GB,4.0,49.99,DDR5-4800,2 x 8GB,3.124,Black,16.667 ns,40.0,2,8,16
TEAMGROUP T-Force Vulcan 32 GB,,127.89,DDR5-6400,2 x 16GB,3.997,Black,12.5 ns,40.0,2,16,32
G.Skill Trident Z5 32 GB,,114.99,DDR5-6400,2 x 16GB,3.593,Black,10 ns,32.0,2,16,32
ADATA XPG SPECTRIX D35G RGB 16 GB,,58.87,DDR4-3600,2 x 8GB,3.679,Black,10 ns,18.0,2,8,16
Patriot Viper Xtreme 5 RGB 48 GB,,165.99,DDR5-8000,2 x 24GB,3.458,Black,9.5 ns,38.0,2,24,48
G.Skill Ripjaws V 32 GB,,,DDR4-3600,2 x 16GB,,White / Black,10 ns,18.0,2,16,32
ADATA XPG LANCER RGB 64 GB,,288.33,DDR5-6400,2 x 32GB,4.505,Black,10 ns,32.0,2,32,64
Kingston FURY Renegade 32 GB,5.0,,DDR4-3600,2 x 16GB,,Black,8.889 ns,16.0,2,16,32
G.Skill Trident Z5 Neo 32 GB,5.0,109.99,DDR5-5600,2 x 16GB,3.437,Black,10 ns,28.0,2,16,32
Corsair Vengeance 64 GB,5.0,164.99,DDR5-5600,2 x 32GB,2.578,Black / Gray,14.286 ns,40.0,2,32,64
Corsair Vengeance 32 GB,,99.99,DDR5-6000,2 x 16GB,3.125,White / Gray,12 ns,36.0,2,16,32
Corsair Vengeance RGB 32 GB,,146.99,DDR5-7000,2 x 16GB,4.593,Black / Silver,11.429 ns,40.0,2,16,32
G.Skill Ripjaws S5 96 GB,,164.99,DDR5-5200,2 x 48GB,1.719,White,15.385 ns,40.0,2,48,96
TEAMGROUP Elite 16 GB,,50.99,DDR5-5200,2 x 8GB,3.187,Black,16.154 ns,42.0,2,8,16
Crucial CT102464BD160B 8 GB,4.5,15.1,DDR3-1600,1 x 8GB,1.887,Black / Green,13.75 ns,11.0,1,8,8
G.Skill Ripjaws M5 RGB 32 GB,,84.99,DDR5-5600,2 x 16GB,2.656,Black,16.429 ns,46.0,2,16,32
Corsair Vengeance RGB Pro 32 GB,4.5,82.99,DDR4-3600,2 x 16GB,2.593,Black,10 ns,18.0,2,16,32
G.Skill Ripjaws S5 48 GB,,94.99,DDR5-5200,2 x 24GB,1.979,White,15.385 ns,40.0,2,24,48
Corsair Vengeance RGB Pro 32 GB,4.5,114.99,DDR4-3600,4 x 8GB,3.593,Black,10 ns,18.0,4,8,32
Crucial Ballistix 16 GB,5.0,,DDR4-3000,2 x 8GB,,Red,10 ns,15.0,2,8,16
Crucial CT2K8G4DFS824A 16 GB,,28.4,DDR4-2400,2 x 8GB,1.775,Green / Black,14.167 ns,17.0,2,8,16
Kingston FURY Beast RGB 32 GB,,95.99,DDR5-5200,2 x 16GB,3.0,Black,13.846 ns,36.0,2,16,32
Crucial Ballistix 16 GB,4.5,,DDR4-3200,2 x 8GB,,White,10 ns,16.0,2,8,16
Corsair Vengeance RGB 32 GB,5.0,89.99,DDR5-5600,2 x 16GB,2.812,Black / Gray,14.286 ns,40.0,2,16,32
G.Skill Trident Z Royal 16 GB,4.5,69.98,DDR4-3200,2 x 8GB,4.374,Silver,10 ns,16.0,2,8,16
Patriot Signature Line 8 GB,,12.99,DDR4-2666,1 x 8GB,1.624,Green,14.254 ns,19.0,1,8,8
Corsair Vengeance RGB Pro 8 GB,,36.98,DDR4-3200,1 x 8GB,4.622,Black,10 ns,16.0,1,8,8
Corsair Vengeance RGB 32 GB,5.0,,DDR5-5600,2 x 16GB,,Black / Gray,12.857 ns,36.0,2,16,32
Corsair Vengeance RGB Pro 128 GB,,,DDR4-4000,4 x 32GB,,Black,9 ns,18.0,4,32,128
Kingston FURY Beast 16 GB,5.0,39.79,DDR4-3200,1 x 16GB,2.487,Black,10 ns,16.0,1,16,16
Kingston KVR1333D3N9HK2/8G 8 GB,5.0,49.99,DDR3-1333,2 x 4GB,6.249,Green,13.503 ns,9.0,2,4,8
TEAMGROUP T-Force Delta RGB 32 GB,,104.99,DDR5-6800,2 x 16GB,3.281,Black / Silver,10 ns,34.0,2,16,32
Kingston FURY 64 GB,,213.72,DDR5-5600,4 x 16GB,3.339,White,14.286 ns,40.0,4,16,64
Silicon Power SP032GBLVU480F22 32 GB,,,DDR5-4800,2 x 16GB,,,16.667 ns,40.0,2,16,32
Kingston FURY Renegade Pro 256 GB,,2594.0,DDR5-6800,8 x 32GB,10.133,Black,10 ns,34.0,8,32,256
KingBank SharpBlade 32 GB,,,DDR5-6000,2 x 16GB,,Black,12 ns,36.0,2,16,32
G.Skill Trident Z5 RGB 32 GB,5.0,174.71,DDR5-6000,2 x 16GB,5.46,White / Black,10 ns,30.0,2,16,32
Corsair Vengeance LPX 64 GB,,137.99,DDR4-3600,4 x 16GB,2.156,Black,10 ns,18.0,4,16,64
G.Skill Trident Z Royal 32 GB,4.5,89.99,DDR4-4000,2 x 16GB,2.812,Silver,9 ns,18.0,2,16,32
TEAMGROUP T-Force Delta RGB 48 GB,,,DDR5-8200,2 x 24GB,,White,9.268 ns,38.0,2,24,48
Kingston FURY Beast 32 GB,,80.95,DDR4-3200,4 x 8GB,2.53,Black,10 ns,16.0,4,8,32
TEAMGROUP T-Force Vulcan TUF Gaming Alliance 16 GB,4.5,,DDR4-3200,2 x 8GB,,Gold / Black,10 ns,16.0,2,8,16
Silicon Power XPOWER Storm RGB 64 GB,,,DDR5-8000,2 x 32GB,,Black,9.5 ns,38.0,2,32,64
TEAMGROUP T-Force Vulcan\xce\xb1 32 GB,,77.98,DDR5-5600,2 x 16GB,2.437,Black / Silver,14.286 ns,40.0,2,16,32
Kingston Fury Renegade RGB 64 GB,,247.99,DDR5-6400,2 x 32GB,3.875,Silver / Black,10 ns,32.0,2,32,64
ADATA XPG SPECTRIX D35G RGB 8 GB,,,DDR4-3200,1 x 8GB,,Black,10 ns,16.0,1,8,8
Crucial CT2K64G56C46S5 128 GB,,294.99,DDR5-5600,2 x 64GB,2.305,Black,16.429 ns,46.0,2,64,128
G.Skill Flare X5 96 GB,,214.99,DDR5-5600,2 x 48GB,2.239,Black,14.286 ns,40.0,2,48,96
TEAMGROUP T-Force Vulcan 64 GB,,163.99,DDR5-6000,2 x 32GB,2.562,Black,12.667 ns,38.0,2,32,64
G.Skill Flare X5 32 GB,,79.99,DDR5-5200,2 x 16GB,2.5,Black / White,13.846 ns,36.0,2,16,32
Patriot Viper Elite 5 RGB 32 GB,5.0,89.99,DDR5-5600,1 x 32GB,2.812,White,13.571 ns,38.0,1,32,32
Corsair Dominator Platinum RGB 32 GB,5.0,166.99,DDR5-6000,2 x 16GB,5.218,Black,10 ns,30.0,2,16,32
Corsair Vengeance RGB 48 GB,,144.99,DDR5-6000,2 x 24GB,3.021,Black / Silver,12 ns,36.0,2,24,48
G.Skill Trident Z5 RGB 64 GB,4.0,209.99,DDR5-6000,2 x 32GB,3.281,White / Black,10 ns,30.0,2,32,64
Kingston KCP424SS6/4 4 GB,,5.0,DDR4-2400,1 x 4GB,1.25,Green / Black,14.167 ns,17.0,1,4,4
Silicon Power XPOWER Storm RGB 32 GB,,109.97,DDR5-7200,2 x 16GB,3.437,Black,9.444 ns,34.0,2,16,32
Patriot Viper Venom RGB 32 GB,,87.99,DDR5-5600,1 x 32GB,2.75,Black / White,12.857 ns,36.0,1,32,32
Lexar Ares RGB 32 GB,,69.44,DDR4-3600,2 x 16GB,2.17,Black,10 ns,18.0,2,16,32
Corsair Vengeance 96 GB,,365.99,DDR5-6000,4 x 24GB,3.812,Black,10 ns,30.0,4,24,96
G.Skill Trident Z5 RGB 64 GB,5.0,209.99,DDR5-5600,2 x 32GB,3.281,White / Black,10 ns,28.0,2,32,64
G.Skill Trident Z5 RGB 32 GB,5.0,133.69,DDR5-6000,2 x 16GB,4.178,Black,13.333 ns,40.0,2,16,32
G.Skill Trident Z RGB 16 GB,5.0,52.99,DDR4-4000,2 x 8GB,3.312,Black,9 ns,18.0,2,8,16
TEAMGROUP T-Force Delta RGB 48 GB,,,DDR5-8200,2 x 24GB,,Black,9.268 ns,38.0,2,24,48
Kingston HyperX Predator 16 GB,4.5,,DDR4-3200,2 x 8GB,,Black / Silver,10 ns,16.0,2,8,16
Corsair Dominator Titanium 32 GB,,179.99,DDR5-6400,2 x 16GB,5.625,Black,10 ns,32.0,2,16,32
G.Skill Ripjaws M5 RGB 48 GB,,99.99,DDR5-5200,2 x 24GB,2.083,Black,15.385 ns,40.0,2,24,48
ADATA XPG Lancer Blade 32 GB,,161.37,DDR5-6000,2 x 16GB,5.043,White,10 ns,30.0,2,16,32
Kingston ValueRAM 16 GB,,38.03,DDR4-3200,1 x 16GB,2.377,,13.75 ns,22.0,1,16,16
Silicon Power XPOWER Storm RGB 32 GB,,94.97,DDR5-6400,2 x 16GB,2.968,Black,10 ns,32.0,2,16,32
G.Skill Ripjaws V 32 GB,4.5,59.99,DDR4-3600,2 x 16GB,1.875,Red / Black,10.556 ns,19.0,2,16,32
Kingston FURY 64 GB,,211.23,DDR5-5200,4 x 16GB,3.3,White,15.385 ns,40.0,4,16,64
Crucial CT102472BA186D 8 GB,,19.98,DDR3-1866,1 x 8GB,2.498,Green / Black,13.934 ns,13.0,1,8,8
Kingston Server Premier 64 GB,,229.99,DDR4-3200,1 x 64GB,3.594,,13.75 ns,22.0,1,64,64
Patriot Venom RGB 64 GB,,199.99,DDR5-6000,2 x 32GB,3.125,Black,10 ns,30.0,2,32,64
Corsair Dominator Titanium 48 GB,,226.99,DDR5-6000,2 x 24GB,4.729,White,10 ns,30.0,2,24,48
TEAMGROUP T-Force Xtreem 32 GB,,121.99,DDR5-7200,2 x 16GB,3.812,Pink,9.444 ns,34.0,2,16,32
G.Skill Trident Z5 64 GB,,303.89,DDR5-6000,2 x 32GB,4.748,Black,10 ns,30.0,2,32,64
Corsair Dominator Platinum RGB 64 GB,5.0,281.99,DDR5-5600,4 x 16GB,4.406,Black,12.857 ns,36.0,4,16,64
Crucial CT2KIT12864BA160B 2 GB,,995.0,DDR3-1600,2 x 1GB,497.5,Black / Green,13.75 ns,11.0,2,1,2
Corsair Vengeance RGB 64 GB,,310.99,DDR5-6400,4 x 16GB,4.859,Black / Gray,10 ns,32.0,4,16,64
Kingston FURY Renegade 48 GB,,260.79,DDR5-6400,1 x 48GB,5.433,Silver / Black,10 ns,32.0,1,48,48
G.Skill TridentZ RGB  16 GB,,189.0,DDR4-4000,2 x 8GB,11.812,Black,8.5 ns,17.0,2,8,16
SK Hynix HMT41GU6MFR8C-PB 8 GB,,,DDR3-1600,1 x 8GB,,Blue,13.75 ns,11.0,1,8,8
G.Skill Trident Z5 RGB 32 GB,4.5,115.98,DDR5-6400,2 x 16GB,3.624,Silver / Black,10 ns,32.0,2,16,32
Patriot Viper Venom RGB 16 GB,,51.99,DDR5-6000,1 x 16GB,3.249,Black / White,10 ns,30.0,1,16,16
Patriot Viper Steel RGB 16 GB,,49.99,DDR4-3600,2 x 8GB,3.124,Black,11.111 ns,20.0,2,8,16
G.Skill Trident Z Neo 32 GB,4.5,94.99,DDR4-3600,4 x 8GB,2.968,Silver / Black,10 ns,18.0,4,8,32
Corsair Vengeance 64 GB,,156.99,DDR5-4400,2 x 32GB,2.453,Black / Gray,16.364 ns,36.0,2,32,64
Corsair Dominator Titanium First Edition 64 GB,,,DDR5-6600,2 x 32GB,,White,9.697 ns,32.0,2,32,64
Crucial Pro Overclocking 16 GB,,56.99,DDR5-6000,1 x 16GB,3.562,White,12 ns,36.0,1,16,16
SK Hynix HMAA2GU6CJR8N-XN 16 GB,,,DDR4-3200,1 x 16GB,,Green,13.75 ns,22.0,1,16,16
Kingston FURY Beast 64 GB,,246.65,DDR5-6000,2 x 32GB,3.854,Black,10 ns,30.0,2,32,64
TEAMGROUP T-Force Delta RGB 32 GB,,149.99,DDR5-7800,2 x 16GB,4.687,White / Silver,9.744 ns,38.0,2,16,32
G.Skill Trident Z5 RGB 64 GB,5.0,204.99,DDR5-6000,2 x 32GB,3.203,Black,10 ns,30.0,2,32,64
G.Skill Ripjaws X 32 GB,4.5,94.48,DDR3-1600,4 x 8GB,2.953,Black / Blue,11.25 ns,9.0,4,8,32
Kingston FURY Beast 128 GB,5.0,245.1,DDR4-3200,4 x 32GB,1.915,Black,10 ns,16.0,4,32,128
G.Skill Ripjaws S5 64 GB,,,DDR5-5200,2 x 32GB,,Black,15.385 ns,40.0,2,32,64
G.Skill Ripjaws Z 32 GB,4.5,86.47,DDR3-1600,4 x 8GB,2.702,Black / Red,12.5 ns,10.0,4,8,32
Corsair Vengeance 64 GB,,289.99,DDR5-6400,4 x 16GB,4.531,Black / Gray,10 ns,32.0,4,16,64
Kingston FURY Beast RGB 8 GB,,32.99,DDR5-5200,1 x 8GB,4.124,Black,15.385 ns,40.0,1,8,8
Mushkin Silverline 8 GB,,124.92,DDR2-800,2 x 4GB,15.615,Gray / Silver,15 ns,6.0,2,4,8
VisionTek 900390 2 GB,,14.29,DDR3-1600,1 x 2GB,7.145,Black,10 ns,8.0,1,2,2
Corsair Vengeance RGB Pro SL 32 GB,4.5,77.98,DDR4-3200,2 x 16GB,2.437,Black,10 ns,16.0,2,16,32
Patriot Viper Steel 8 GB,5.0,30.98,DDR4-3200,2 x 4GB,,Silver / Black,10 ns,16.0,2,4,8
Corsair Vengeance 64 GB,5.0,195.99,DDR5-6000,2 x 32GB,3.062,White / Gray,13.333 ns,40.0,2,32,64
TEAMGROUP T-Force Delta RGB 48 GB,,,DDR5-6400,2 x 24GB,,Black,10 ns,32.0,2,24,48
TEAMGROUP T-Force Vulcan Z 64 GB,4.5,187.44,DDR4-3200,2 x 32GB,2.929,Gray,10 ns,16.0,2,32,64
Kingston FURY Beast 32 GB,,126.63,DDR5-6400,1 x 32GB,3.957,Black,10 ns,32.0,1,32,32
Corsair Vengeance 64 GB,,266.99,DDR5-6200,4 x 16GB,4.172,Black / Gray,10.323 ns,32.0,4,16,64
Kingston FURY Beast RGB 8 GB,,41.22,DDR5-6000,1 x 8GB,5.152,Black,10 ns,30.0,1,8,8
OLOy WarHawk RGB 16 GB,4.5,36.99,DDR4-3200,2 x 8GB,2.312,Black / Gold,10 ns,16.0,2,8,16
ADATA XPG SPECTRIX D41 16 GB,5.0,,DDR4-3200,2 x 8GB,,Black,10 ns,16.0,2,8,16
G.Skill Ripjaws M5 Neo RGB 64 GB,,,DDR5-6000,2 x 32GB,,Black,9.333 ns,28.0,2,32,64
G.Skill Ripjaws V 16 GB,,64.99,DDR4-4400,2 x 8GB,4.062,Black,8.182 ns,18.0,2,8,16
ADATA XPG Lancer Blade RGB 32 GB,4.0,160.97,DDR5-6400,2 x 16GB,5.03,Black,10 ns,32.0,2,16,32
Corsair Vengeance RGB 32 GB,4.0,112.99,DDR5-6200,2 x 16GB,3.531,Black,11.613 ns,36.0,2,16,32
G.Skill Trident Z5 Royal Neo RGB 32 GB,,,DDR5-6000,2 x 16GB,,Gold,8.667 ns,26.0,2,16,32
Patriot Viper Steel RGB 64 GB,,100.98,DDR4-3200,2 x 32GB,1.578,Black,11.25 ns,18.0,2,32,64
G.Skill Ripjaws X 16 GB,4.5,62.0,DDR3-2400,2 x 8GB,3.875,Black / Blue,9.167 ns,11.0,2,8,16
TEAMGROUP Elite Plus 16 GB,4.0,50.99,DDR5-4800,2 x 8GB,3.187,Black,16.667 ns,40.0,2,8,16
TEAMGROUP Elite 16 GB,,27.99,DDR4-3200,1 x 16GB,1.749,Black,13.75 ns,22.0,1,16,16
G.Skill TridentZ RGB  32 GB,,677.52,DDR4-4000,2 x 16GB,21.172,Black,8 ns,16.0,2,16,32
Kingston HyperX Fury 8 GB,4.5,,DDR3-1600,2 x 4GB,,Blue / Silver,12.5 ns,10.0,2,4,8
Corsair Vengeance RGB Pro SL 32 GB,5.0,112.99,DDR4-3600,4 x 8GB,3.531,White,10 ns,18.0,4,8,32
Biwin Black Opal DW100 RGB 32 GB,,,DDR5-8200,2 x 16GB,,Black,8.78 ns,36.0,2,16,32
Patriot Viper Venom RGB 16 GB,,44.99,DDR5-5200,1 x 16GB,2.812,Black / White,13.846 ns,36.0,1,16,16
Kingston FURY Renegade 32 GB,5.0,142.37,DDR5-6400,2 x 16GB,4.449,Silver / Black,10 ns,32.0,2,16,32
Kingston HyperX Fury 8 GB,4.5,,DDR3-1600,2 x 4GB,,Black / Silver,12.5 ns,10.0,2,4,8
PNY Performance 16 GB,,27.99,DDR4-3200,1 x 16GB,1.749,Black,13.75 ns,22.0,1,16,16
Crucial Ballistix Sport LT 16 GB,5.0,,DDR4-2666,2 x 8GB,,Red,12.003 ns,16.0,2,8,16
GOODRAM IRDM 32 GB,,,DDR5-6400,2 x 16GB,,Black,10 ns,32.0,2,16,32
Corsair Vengeance RGB 48 GB,,189.99,DDR5-6000,2 x 24GB,3.958,Black / Gray,10 ns,30.0,2,24,48
Silicon Power XPOWER Storm RGB 32 GB,,94.97,DDR5-6400,2 x 16GB,2.968,Black,10 ns,32.0,2,16,32
Corsair Vengeance LPX 16 GB,4.5,42.99,DDR4-3600,2 x 8GB,2.687,Black / Yellow,10 ns,18.0,2,8,16
G.Skill Trident Z5 Neo RGB 32 GB,,164.99,DDR5-8000,2 x 16GB,5.156,Silver / Black,9.5 ns,38.0,2,16,32
Kingston FURY Renegade 32 GB,5.0,186.64,DDR5-7200,2 x 16GB,5.832,White / Silver,10.556 ns,38.0,2,16,32
Acer Predator Vesta II RGB 64 GB,,,DDR5-6000,2 x 32GB,,Black,10 ns,30.0,2,32,64
G.Skill Trident Z5 RGB 32 GB,5.0,117.99,DDR5-6000,2 x 16GB,3.687,Black,10 ns,30.0,2,16,32
Corsair Vengeance RGB 48 GB,5.0,151.99,DDR5-6000,2 x 24GB,3.166,Black / Silver,12 ns,36.0,2,24,48
OLOy WarHawk RGB 32 GB,,52.99,DDR4-3000,2 x 16GB,1.656,Black / White,10.667 ns,16.0,2,16,32
Kingston Fury Renegade RGB 48 GB,,,DDR5-8000,2 x 24GB,,Black / Red,9 ns,36.0,2,24,48
ADATA Premier 16 GB,5.0,53.83,DDR5-4800,1 x 16GB,3.364,Black,16.667 ns,40.0,1,16,16
Kingston FURY Impact 64 GB,,175.54,DDR5-5600,2 x 32GB,2.743,Black,14.286 ns,40.0,2,32,64
G.Skill Ripjaws S5 32 GB,5.0,99.99,DDR5-6000,2 x 16GB,3.125,White,10 ns,30.0,2,16,32
G.Skill Ripjaws S5 64 GB,3.5,159.99,DDR5-5600,2 x 32GB,,Black,12.857 ns,36.0,2,32,64
G.Skill Trident Z5 RGB 48 GB,,154.99,DDR5-6800,2 x 24GB,3.229,Black,10 ns,34.0,2,24,48
Corsair Vengeance RGB Pro 32 GB,5.0,80.99,DDR4-2666,2 x 16GB,2.531,White,12.003 ns,16.0,2,16,32
Corsair Vengeance RGB Pro SL 64 GB,,139.99,DDR4-3600,2 x 32GB,2.187,Black,10 ns,18.0,2,32,64
Patriot Viper Elite II 64 GB,4.0,104.99,DDR4-3600,2 x 32GB,1.64,Red / Black,11.111 ns,20.0,2,32,64
G.Skill Ripjaws V 32 GB,4.5,59.99,DDR4-3200,1 x 32GB,1.875,Black,10 ns,16.0,1,32,32
TEAMGROUP T-Force DELTA\xce\xb1 RGB 32 GB,5.0,83.49,DDR5-6000,2 x 16GB,2.609,White,12.667 ns,38.0,2,16,32
ADATA XPG Lancer Blade RGB 64 GB,,,DDR5-6000,2 x 32GB,,Black,10 ns,30.0,2,32,64
Kingston HyperX Fury 8 GB,4.5,,DDR4-2133,2 x 4GB,,Black / White,13.127 ns,14.0,2,4,8
ADATA XPG SPECTRIX D50 16 GB,5.0,84.99,DDR4-3600,2 x 8GB,5.312,Black,10 ns,18.0,2,8,16
G.Skill Ripjaws M5 RGB 32 GB,,109.99,DDR5-6400,2 x 16GB,3.437,White,10 ns,32.0,2,16,32
Corsair Vengeance LPX 64 GB,5.0,125.99,DDR4-2666,4 x 16GB,1.969,Black / Yellow,12.003 ns,16.0,4,16,64
Corsair Vengeance 32 GB,,91.99,DDR5-5600,1 x 32GB,2.875,Black / Gray,14.286 ns,40.0,1,32,32
Corsair Vengeance LPX 32 GB,5.0,74.98,DDR4-2666,4 x 8GB,2.343,Black / Yellow,12.003 ns,16.0,4,8,32
Kingston ValueRAM 1 GB,,24.9,DDR3-1333,1 x 1GB,24.9,Green,13.503 ns,9.0,1,1,1
G.Skill Trident Z5 Royal 48 GB,,239.99,DDR5-8000,2 x 24GB,5.0,Silver,10 ns,40.0,2,24,48
Patriot Viper Xtreme 5 RGB 32 GB,,121.99,DDR5-7600,2 x 16GB,3.812,Black,9.474 ns,36.0,2,16,32
Patriot Viper Steel RGB 32 GB,1.0,67.98,DDR4-3200,2 x 16GB,2.124,Black,11.25 ns,18.0,2,16,32
Patriot Viper Elite II 64 GB,,102.99,DDR4-3200,2 x 32GB,1.609,Red / Black,11.25 ns,18.0,2,32,64
G.Skill Ripjaws M5 RGB 64 GB,,209.99,DDR5-6400,2 x 32GB,3.281,Black,10 ns,32.0,2,32,64
TEAMGROUP T-Force Vulcan 16 GB,,,DDR5-6000,2 x 8GB,,Black,12.667 ns,38.0,2,8,16
Corsair Vengeance 32 GB,4.5,129.99,DDR5-6000,2 x 16GB,4.062,Black,12 ns,36.0,2,16,32
Corsair Vengeance RGB 32 GB,,134.99,DDR5-6800,2 x 16GB,4.218,Black,11.765 ns,40.0,2,16,32
G.Skill Trident Z5 RGB 32 GB,,149.99,DDR5-7800,2 x 16GB,4.687,Silver / Black,9.231 ns,36.0,2,16,32
TEAMGROUP T-Create Classic 64 GB,,155.99,DDR5-5600,2 x 32GB,2.437,Black,16.429 ns,46.0,2,32,64
TEAMGROUP T-Force Xtreem 48 GB,,184.99,DDR5-7200,2 x 24GB,3.854,Pink,9.444 ns,34.0,2,24,48
TEAMGROUP T-Create Expert 16 GB,4.5,34.99,DDR4-3600,2 x 8GB,2.187,Gray,10 ns,18.0,2,8,16
Patriot Viper Steel RGB 32 GB,5.0,61.99,DDR4-3600,1 x 32GB,1.937,Black,11.111 ns,20.0,1,32,32
Kingston HyperX Fury 16 GB,4.5,,DDR4-2133,2 x 8GB,,Black / White,13.127 ns,14.0,2,8,16
Silicon Power XPOWER Storm RGB 64 GB,,,DDR5-6400,2 x 32GB,,Black,10 ns,32.0,2,32,64
TEAMGROUP T-Create Expert 48 GB,,168.99,DDR5-7200,2 x 24GB,3.521,White,9.444 ns,34.0,2,24,48
Corsair Vengeance RGB Pro SL 64 GB,5.0,167.99,DDR4-3600,4 x 16GB,2.625,Black,10 ns,18.0,4,16,64
G.Skill Aegis 16 GB,5.0,29.99,DDR4-2666,1 x 16GB,1.874,Black / Red,14.254 ns,19.0,1,16,16
Patriot Signature Line 16 GB,,25.99,DDR4-2400,1 x 16GB,1.624,Green / Black,14.167 ns,17.0,1,16,16
Corsair Vengeance RGB RT 32 GB,,,DDR4-4600,2 x 16GB,,Black,7.826 ns,18.0,2,16,32
Kingston FURY Beast 8 GB,,26.78,DDR4-3600,1 x 8GB,3.348,Black,9.444 ns,17.0,1,8,8
TEAMGROUP T-Force Delta RGB 48 GB,,164.99,DDR5-7200,2 x 24GB,3.437,White,9.444 ns,34.0,2,24,48
Kingston FURY Beast 32 GB,,111.39,DDR5-6000,1 x 32GB,3.481,Black,10 ns,30.0,1,32,32
Corsair Vengeance RGB 48 GB,,200.99,DDR5-7200,2 x 24GB,4.187,Black,10 ns,36.0,2,24,48
G.Skill Ripjaws M5 Neo RGB 64 GB,,,DDR5-6000,2 x 32GB,,White,12 ns,36.0,2,32,64
Lexar Ares RGB 32 GB,,236.17,DDR5-7200,2 x 16GB,7.38,Black / Silver,9.444 ns,34.0,2,16,32
Corsair Vengeance RGB 64 GB,,280.14,DDR5-5600,2 x 32GB,4.377,White / Black,12.857 ns,36.0,2,32,64
Corsair Vengeance RGB 64 GB,,172.99,DDR5-5200,2 x 32GB,2.703,Gray,15.385 ns,40.0,2,32,64
TEAMGROUP T-Force Delta RGB 16 GB,,,DDR5-5200,2 x 8GB,,Black,15.385 ns,40.0,2,8,16
Corsair Vengeance LPX 8 GB,,21.99,DDR4-3600,1 x 8GB,2.749,Black,10 ns,18.0,1,8,8
ADATA XPG LANCER 16 GB,3.5,,DDR5-5200,2 x 8GB,,Black,14.615 ns,38.0,2,8,16
Corsair Vengeance RGB 64 GB,,202.99,DDR5-6000,2 x 32GB,3.172,Black,12.667 ns,38.0,2,32,64
Kingston FURY Beast RGB 32 GB,,139.99,DDR5-6400,2 x 16GB,4.375,White,10 ns,32.0,2,16,32
TEAMGROUP T-Force Delta RGB 32 GB,5.0,119.9,DDR5-6200,2 x 16GB,3.747,Black,12.258 ns,38.0,2,16,32
Corsair Vengeance RGB 32 GB,4.5,121.99,DDR5-6000,2 x 16GB,3.812,Black,13.333 ns,40.0,2,16,32
G.Skill Ripjaws M5 RGB 64 GB,,197.99,DDR5-6000,2 x 32GB,3.094,Black,10 ns,30.0,2,32,64
Corsair Dominator Platinum RGB 32 GB,5.0,166.99,DDR5-6000,2 x 16GB,5.218,White,12 ns,36.0,2,16,32
Corsair Vengeance RGB Pro 16 GB,4.0,43.99,DDR4-3600,1 x 16GB,2.749,Black,10 ns,18.0,1,16,16
Kingston FURY Beast 64 GB,5.0,136.06,DDR4-3200,4 x 16GB,2.126,Black,10 ns,16.0,4,16,64
Patriot Viper Venom 32 GB,,79.98,DDR5-5600,1 x 32GB,2.499,Black / White,12.857 ns,36.0,1,32,32
ADATA AD5U480016G-DT 32 GB,5.0,128.85,DDR5-4800,2 x 16GB,4.027,Black,16.667 ns,40.0,2,16,32
G.Skill Trident Z5 Neo RGB 32 GB,4.0,129.99,DDR5-6400,2 x 16GB,4.062,,10 ns,32.0,2,16,32
G.Skill Ripjaws M5 RGB 64 GB,,139.99,DDR5-5200,2 x 32GB,2.187,White,15.385 ns,40.0,2,32,64
Corsair Vengeance 32 GB,5.0,109.99,DDR5-5600,2 x 16GB,3.437,Gray,12.857 ns,36.0,2,16,32
Corsair Vengeance LPX 32 GB,5.0,57.99,DDR4-3000,1 x 32GB,1.812,Black / Yellow,10.667 ns,16.0,1,32,32
Patriot Viper Elite II 8 GB,,17.98,DDR4-3200,1 x 8GB,2.248,Red / Black,11.25 ns,18.0,1,8,8
Crucial Ballistix 1 GB,,,DDR2-1066,1 x 1GB,,Green,9.381 ns,5.0,1,1,1
