title,rating,price,cpu_socket,form_factor,max_memory,memory_slots,color,max_memory_gb
Gigabyte GA-F2A85X-D3H,,99.99,FM2,ATX,64 GB,4,Black / Gray,64.0
Asus Z77-A,3.0,,LGA1155,ATX,32 GB,4,,32.0
Foxconn H77MXV-D,4.0,,LGA1155,Micro ATX,16 GB,2,Blue,16.0
Asus P9X79-E WS,4.5,,LGA2011,SSI CEB,64 GB,8,Black / Blue,64.0
Gigabyte GA-H87-D3H,4.0,,LGA1150,ATX,32 GB,4,Black / Gray,32.0
Asus H87M-Plus/CSM,4.0,,LGA1150,Micro ATX,32 GB,4,Black / Gold,32.0
Intel DH87MC,,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
Asus Maximus VI Extreme,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
Asus H87I-PLUS,4.5,,LGA1150,Mini ITX,16 GB,2,Black / Gold,16.0
Gigabyte GA-H87M-D3H,4.5,,LGA1150,Micro ATX,32 GB,4,,32.0
Gigabyte GA-F2A88X-UP4,4.5,,FM2+,ATX,64 GB,4,Black / Red,64.0
Asus Z87-A (NFC Express Edition),4.5,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
ASRock B85 Killer,4.0,,LGA1150,ATX,32 GB,4,Black / Red,32.0
ASRock H97 Pro4,4.0,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
ASRock Z97M OC Formula,4.5,,LGA1150,Micro ATX,32 GB,4,Black / Yellow,32.0
Gigabyte GA-Z97M-D3H,4.5,,LGA1150,Micro ATX,32 GB,4,Black / Gold,32.0
MSI H97 Guard-Pro,,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
MSI H97 GAMING 3,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
Gigabyte GA-Z97M-DS3H,4.0,,LGA1150,Micro ATX,32 GB,4,Black / Gray,32.0
EVGA Classified,4.0,,LGA2011-3,EATX,128 GB,8,Black / Red,128.0
Gigabyte GA-X99-UD4,4.0,,LGA2011-3,ATX,128 GB,8,Black / Yellow,128.0
ASRock FM2A88M PRO3+,4.0,,FM2+,Micro ATX,64 GB,4,Black / Blue,64.0
ASRock B85M-DGS,,,LGA1150,Micro ATX,16 GB,2,Black,16.0
ASRock Z97 Extreme6/3.1,,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
MSI A88XI AC V2,4.0,,FM2+,Mini ITX,16 GB,2,Black / Silver,16.0
ASRock H97M WS,,,LGA1150,Micro ATX,32 GB,4,Green / Blue,32.0
MSI X99A GODLIKE GAMING,4.0,,LGA2011-3,EATX,128 GB,8,Black / Red,128.0
ASRock Z170 Extreme7+,5.0,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
MSI Z170 Krait Gaming,5.0,,LGA1151,ATX,64 GB,4,Black / White,64.0
MSI H170A Gaming Pro,4.0,,LGA1151,ATX,64 GB,4,Black / Red,64.0
ASRock Z170M Extreme4,4.5,,LGA1151,Micro ATX,64 GB,4,Black / Orange,64.0
MSI Z170A-G43 PLUS,,,LGA1151,ATX,64 GB,4,Black / White,64.0
Asus B150M-C/CSM,,,LGA1151,Micro ATX,64 GB,4,Black / Gold,64.0
ASRock Z170A-X1,3.5,,LGA1151,ATX,64 GB,4,Black / Orange,64.0
Gigabyte GA-970-Gaming,,,AM3+,ATX,32 GB,4,Black / Red,32.0
MSI 970A-G43 Plus,4.0,,AM3+/AM3,ATX,32 GB,4,Black / Silver,32.0
MSI B150M Gaming Pro,,,LGA1151,Micro ATX,32 GB,2,Black / Red,32.0
Gigabyte GA-B150-HD3P,4.0,,LGA1151,ATX,64 GB,4,Black / Yellow,64.0
Gigabyte GA-Z170X-UD3 Ultra,4.5,,LGA1151,ATX,64 GB,4,Black / Blue,64.0
Supermicro X10SDV-4C-TLN2F,,,Integrated Xeon D-1521,Mini ITX,64 GB,4,Green,64.0
Gigabyte GA-B250-HD3P,,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
Gigabyte GA-Z270MX-Gaming 5,4.5,,LGA1151,Micro ATX,64 GB,4,Black / Silver,64.0
ASRock Fatal1ty B250M Performance,,,LGA1151,Micro ATX,64 GB,4,Black / Red,64.0
ASRock Z270M Extreme4,,,LGA1151,Micro ATX,64 GB,4,Black / White,64.0
EVGA Z270 Classified K,5.0,,LGA1151,EATX,64 GB,4,Black,64.0
MSI B250 KRAIT GAMING,,,LGA1151,ATX,64 GB,4,Black / White,64.0
MSI X370 KRAIT GAMING,,,AM4,ATX,64 GB,4,Black / White,64.0
Gigabyte GA-B250N-Phoenix WIFI,5.0,,LGA1151,Mini ITX,32 GB,2,Black / Orange,32.0
Gigabyte GA-Z270X-DESIGNARE,4.5,,LGA1151,ATX,64 GB,4,Silver,64.0
MSI H270 Gaming Pro Carbon,,,LGA1151,ATX,64 GB,4,Black / White,64.0
Gigabyte GA-H110M-Gaming 3,,,LGA1151,Micro ATX,32 GB,2,Black / Red,32.0
ASRock Fatal1ty H370 Performance,5.0,,LGA1151,ATX,64 GB,4,Black,64.0
Asus PRIME H310M-C/CSM,,,LGA1151,Micro ATX,32 GB,2,Green / Black,32.0
Biostar X470GTN,4.0,,AM4,Mini ITX,32 GB,2,Black,32.0
ASRock Z390 Phantom Gaming 9,4.0,,LGA1151,ATX,128 GB,4,Black / Silver,128.0
Asus EX-B360M-V5,,,LGA1151,Micro ATX,32 GB,2,Black / Red,32.0
Biostar H61MLV,,,LGA1155,Micro ATX,16 GB,2,Black / Red,16.0
Gigabyte GA-AB350M-D3V,,,AM4,Micro ATX,32 GB,2,Brown / Black,32.0
Biostar X570GTA,,,AM4,ATX,128 GB,4,Black / Silver,128.0
ASRock Z490 PG Velocita,,,LGA1200,ATX,128 GB,4,Black / Silver,128.0
EVGA Z490 DARK K|NGP|N,,,LGA1200,EATX,64 GB,2,Black / Yellow,64.0
ASRock Z590 Phantom Gaming 4/ac,,,LGA1200,ATX,128 GB,4,Silver / Black,128.0
Asus EX-B560M-V5,,,LGA1200,Micro ATX,64 GB,2,Red / Black,64.0
Biostar B660GTN,,,LGA1700,Mini ITX,64 GB,2,Blue / Black,64.0
MSI PRO H610M-C EX,,,LGA1700,Micro ATX,96 GB,2,Black / Silver,96.0
Asus PRIME X670-P-CSM,,,AM5,ATX,192 GB,4,Silver / Black,192.0
Biostar B45M2,,,AM4,Micro ATX,32 GB,2,Black / Silver,32.0
ECS B450AM4-M,,,AM4,Micro ATX,64 GB,4,Brown / Black,64.0
Gigabyte A620M S2H (rev. 1.0),,,AM5,Micro ATX,96 GB,2,Black,96.0
ASRock B760M Pro-A D4,,,LGA1700,Micro ATX,128 GB,4,White / Black,128.0
Biostar B650MS2-E,,,AM5,Micro ATX,96 GB,2,Black,96.0
Asus PRIME H610M-F WIFI D4,,,LGA1700,Micro ATX,64 GB,2,Black / Silver,64.0
Asus PRIME B850M-A WIFI,,,AM5,Micro ATX,256 GB,4,Black / Silver,256.0
Biostar Z690A VALKYRIE,,,LGA1700,ATX,128 GB,4,Black / Gray,128.0
ASRock P67 Pro3 SE,,117.75,LGA1155,ATX,32 GB,4,Black / Blue,32.0
Gigabyte H410M S2,,,LGA1200,Micro ATX,64 GB,2,Black / Silver,64.0
Gigabyte GA-AX370M-Gaming 3,,,AM4,Micro ATX,64 GB,4,Beige / Red,64.0
MSI PRO B660M-G,,,LGA1700,Micro ATX,96 GB,2,Black / Silver,96.0
Asus P5N-D,,,LGA775,ATX,8 GB,4,Black / Yellow,8.0
Asus Crosshair IV Formula,,,AM3,ATX,16 GB,4,Black / Red,16.0
Intel DX58SO,4.0,,LGA1366,ATX,16 GB,4,Black / Blue,16.0
Asus P6X58D Premium,5.0,,LGA1366,ATX,24 GB,6,Black / Blue,24.0
ASRock K10N78M-PRO,,62.14,AM3/AM2+/AM2,Micro ATX,8 GB,2,Multicolor,8.0
Intel DG41CN,,,LGA775,Micro ATX,8 GB,2,Multicolor,8.0
Asus P8H67-M EVO,,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
Asus P8H61-M LE/CSM (REV 3.0),5.0,,LGA1155,Micro ATX,16 GB,2,,16.0
Foxconn H61MX,,,LGA1155,Micro ATX,8 GB,2,Blue / White,8.0
Biostar P4M890M7SE,,,LGA775,Micro ATX,4 GB,2,,4.0
Asus M5A88-M,5.0,,AM3+,Micro ATX,16 GB,4,Black / Blue,16.0
Gigabyte GA-990XA-UD3,4.5,,AM3+,ATX,32 GB,4,Blue / White,32.0
Asus M5A99X EVO,5.0,,AM3+,ATX,32 GB,4,Black / Blue,32.0
Asus F1A75-V PRO,,,FM1,ATX,64 GB,4,Black / Blue,64.0
ASRock Fatal1ty 990FX Professional,4.5,,AM3+,ATX,64 GB,4,Black / Red,64.0
Foxconn H61S,5.0,,LGA1155,Mini ITX,8 GB,2,Blue,8.0
Asus P8Z68-V PRO/GEN3,4.5,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
Gigabyte GA-M68MT-S2,,,AM3+,Micro ATX,8 GB,2,Blue / White,8.0
ASRock Z68 Pro3 GEN3,4.0,,LGA1155,ATX,32 GB,4,Brown / Black,32.0
MSI X79A-GD65 (8D),,,LGA2011,ATX,128 GB,8,Black / Blue,128.0
ASRock X79 Extreme6,4.5,,LGA2011,ATX,64 GB,8,Black / Silver,64.0
Biostar TPOWER X79,,,LGA2011,ATX,32 GB,4,Black / Red,32.0
Asus P8Z77-M,4.0,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
MSI Z77MA-G45,4.0,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
MSI B75A-G43,5.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
Gigabyte GA-Z77N-WIFI,3.5,,LGA1155,Mini ITX,16 GB,2,Black / Blue,16.0
ASRock FM2A75 Pro4-M,5.0,,FM2,Micro ATX,32 GB,4,Brown / Black,32.0
Gigabyte GA-Z77-HD4,,,LGA1155,ATX,32 GB,4,Blue / White,32.0
ASRock Z77 Fatal1ty Professional,,,LGA1155,ATX,32 GB,4,Black / Red,32.0
Gigabyte GA-Z87X-UD5H,4.0,,LGA1150,ATX,32 GB,4,Black / Gray,32.0
Asus H87-PLUS,5.0,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
MSI Z87 XPOWER,5.0,,LGA1150,XL ATX,32 GB,4,Black / Yellow,32.0
Intel DB85FL,,,LGA1150,Micro ATX,32 GB,4,Black / Blue,32.0
Gigabyte GA-H87N-WIFI,4.5,,LGA1150,Mini ITX,16 GB,2,Black / Silver,16.0
MSI Z87-G55,4.5,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
MSI A88XM-E45,4.5,,FM2+,Micro ATX,64 GB,4,Black / Blue,64.0
Asus Q87T/CSM,,,LGA1150,Thin Mini ITX,16 GB,2,Black / Gold,16.0
MSI H87M-E35,5.0,,LGA1150,Micro ATX,16 GB,2,Black / Blue,16.0
MSI H81M-E35,5.0,,LGA1150,Micro ATX,16 GB,2,Black / Blue,16.0
Gigabyte GA-F2A78M-D3H,4.0,,FM2+,Micro ATX,64 GB,4,Black / Gray,64.0
Asus VANGUARD B85,5.0,,LGA1150,Micro ATX,32 GB,4,Brown,32.0
Gigabyte GA-Z97X-SOC FORCE,4.5,,LGA1150,ATX,32 GB,4,Black / Orange,32.0
Gigabyte GA-G1.SNIPER Z97,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
Gigabyte GA-Z97X-Gaming GT,4.5,,LGA1150,ATX,32 GB,4,Black / Red,32.0
Gigabyte GA-Z97N-Gaming 5,4.0,,LGA1150,Mini ITX,16 GB,2,Black / Red,16.0
EVGA Z97 Classified,4.5,,LGA1150,EATX,32 GB,4,Black,32.0
ASRock Z97 OC FORMULA,4.5,,LGA1150,ATX,32 GB,4,Black / Yellow,32.0
Asus H97-PRO,5.0,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
ASRock X99 Extreme6/ac,5.0,,LGA2011-3,ATX,128 GB,8,Black / Blue,128.0
MSI Z97I GAMING ACK,,,LGA1150,Mini ITX,16 GB,2,Black / Red,16.0
Gigabyte GA-X99-UD3P (rev. 1.0),4.0,,LGA2011-3,ATX,64 GB,4,Black / Gold,64.0
ASRock QC5000-ITX/PH,,,Integrated A4-5000,Mini ITX,32 GB,2,Black,32.0
Gigabyte GA-990FXA-UD5 R5,5.0,,AM3+,ATX,32 GB,4,Black / Blue,32.0
MSI A68HI AC,4.0,,FM2+,Mini ITX,32 GB,2,Black,32.0
Asus P9D-I,,,LGA1150,Mini ITX,16 GB,2,Black / Blue,16.0
Gigabyte GA-H170M-DS3H,4.5,,LGA1151,Micro ATX,64 GB,4,Black,64.0
Gigabyte GA-H110M-S2PV DDR3 (rev. 1.0),,,LGA1151,Micro ATX,32 GB,2,Black,32.0
Gigabyte GA-H110M-S2H GSM,4.0,,LGA1151,Micro ATX,32 GB,2,Brown / Black,32.0
Asus Z170-WS,4.0,,LGA1151,ATX,64 GB,4,Black / Silver,64.0
Asus H110I-PLUS D3/CSM,5.0,,LGA1151,Mini ITX,32 GB,2,Black / Gold,32.0
Gigabyte GA-B150N-GSM,4.0,,LGA1151,Mini ITX,32 GB,2,Black,32.0
ASRock E3C236D4U,,,LGA1151,Micro ATX,64 GB,4,Green,64.0
Gigabyte GA-X150M-PRO ECC,,,LGA1151,Micro ATX,64 GB,4,Brown / Black,64.0
ASRock Fatal1ty Z170 Professional Gaming i7,5.0,,LGA1151,ATX,64 GB,4,Black / Red,64.0
Gigabyte GA-990FXA-UD3 Ultra,,,AM3+,ATX,64 GB,4,Black / Silver,64.0
Gigabyte GA-Gaming B8,,,LGA1151,ATX,64 GB,4,Black / Green,64.0
Gigabyte GA-Z270M-D3H,4.0,,LGA1151,Micro ATX,64 GB,4,Black / Gold,64.0
Gigabyte GA-Z270N-Gaming 5,4.0,,LGA1151,Mini ITX,32 GB,2,Black / Orange,32.0
Asus STRIX B250G Gaming,,,LGA1151,Micro ATX,64 GB,4,Black / Red,64.0
MSI X299 TOMAHAWK,,,LGA2066,ATX,256 GB,8,Black / Silver,256.0
Gigabyte X299 AORUS Gaming 9,,,LGA2066,ATX,128 GB,8,Black / Silver,128.0
Gigabyte GA-970A-DS3P FX (rev. 2.1),,,AM3+/AM3,ATX,32 GB,4,Black / Gray,32.0
Asus STRIX Z370-G GAMING,,,LGA1151,Micro ATX,64 GB,4,Black / Silver,64.0
ASRock X299 Extreme4,5.0,,LGA2066,ATX,128 GB,8,,128.0
NZXT N7 Z370,4.0,,LGA1151,ATX,64 GB,4,Black,64.0
MSI H270-A PRO,4.5,,LGA1151,ATX,64 GB,4,Black / Silver,64.0
Gigabyte Z370M AORUS Gaming,,,LGA1151,Micro ATX,64 GB,4,Black / Silver,64.0
MSI B360M BAZOOKA PLUS,,,LGA1151,Micro ATX,64 GB,4,Black / Silver,64.0
ASRock X299 CREATOR,,,LGA2066,ATX,256 GB,8,Silver / Black,256.0
Biostar B450GT3,,,AM4,Micro ATX,64 GB,4,Black / Silver,64.0
ASRock H410M/ac,,,LGA1200,Micro ATX,64 GB,2,Black,64.0
ASRock B560M Pro4/ac+,,,LGA1200,Micro ATX,128 GB,4,Black / Silver,128.0
Biostar B250MHC,,,LGA1151,Micro ATX,32 GB,2,Black / Silver,32.0
Gigabyte Q570M D3H,,,LGA1200,Micro ATX,128 GB,4,Black,128.0
Asus PRIME B650M-A WIFI-CSM,,,AM5,Micro ATX,128 GB,4,Silver / Black,128.0
Gigabyte B660-AORUS-ELITE-AX-DDR4,,,LGA1700,ATX,128 GB,4,Black,128.0
MSI A520M PRO-VDH,,,AM4,Micro ATX,128 GB,4,Brown / Black,128.0
Biostar B560MX-E PRO,,,LGA1200,Micro ATX,128 GB,4,Brown / Silver,128.0
MSI PRO B760M-A DDR4,,,LGA1700,Micro ATX,128 GB,4,Black,128.0
Asus PRIME B650M-K-CSM,,,AM5,Micro ATX,96 GB,2,Silver / Black,96.0
Colorful CVN Z790 GAMING FROZEN V20,,,LGA1700,ATX,128 GB,4,Silver / Black,128.0
Biostar B550MT,,,AM4,Micro ATX,64 GB,2,Black,64.0
MSI PRO Z690-P WIFI,,,LGA1700,ATX,192 GB,4,Black,192.0
ASRock B760M Pro-A,,,LGA1700,Micro ATX,192 GB,4,White / Black,192.0
Biostar A620MS,,,AM5,Micro ATX,96 GB,2,Black,96.0
ASRock H610M-X D5,,,LGA1700,Micro ATX,96 GB,2,Black / Silver,96.0
Asus PRIME X870-P-CSM,,,AM5,ATX,192 GB,4,Black / Silver,192.0
ASRock H810M-X,,,LGA1851,Micro ATX,128 GB,2,Silver / Black,128.0
Asus EX-B650EM-V7 PLUS,,,AM5,Micro ATX,128 GB,2,Black / Red,128.0
Asus EX-B650EM-V7 PLUS-CSM,,,AM5,Micro ATX,128 GB,2,Black / Red,128.0
MSI MAG B850M MORTAR,,,AM5,Micro ATX,256 GB,4,Black,256.0
ASRock A75 Extreme6,,118.11,FM1,ATX,32 GB,4,Black / Blue,32.0
ASRock Q77M vPro,,,LGA1155,Micro ATX,32 GB,4,Brown / Black,32.0
ASRock Z87 OC Formula/ac,5.0,221.66,LGA1150,EATX,32 GB,4,Black / Yellow,32.0
Biostar B760A-SILVER,,,LGA1700,ATX,192 GB,4,Silver / Black,192.0
Gigabyte GA-P55-USB3,,,LGA1156,ATX,16 GB,4,Blue / White,16.0
Asus P7P55D-E,3.0,,LGA1156,ATX,16 GB,4,Black / Blue,16.0
Asus P7P55 LX,,,LGA1156,ATX,16 GB,4,Black / Blue,16.0
Asus M4A87TD EVO,5.0,,AM3,ATX,16 GB,4,Black / Blue,16.0
Gigabyte GA-880GA-UD3H,5.0,,AM3,ATX,16 GB,4,Blue / White,16.0
Gigabyte GA-X58A-UD5,,,LGA1366,ATX,24 GB,6,Blue / White,24.0
Asus P5G41C-M,,,LGA775,Micro ATX,8 GB,4,Black / Blue,8.0
Gigabyte GA-G41M-ES2H,,,LGA775,Micro ATX,8 GB,2,Multicolor,8.0
Gigabyte GA-G41M-ES2L,,,LGA775,Micro ATX,8 GB,2,Multicolor,8.0
ASRock N68-S UCC,3.0,,AM3/AM2+/AM2,Micro ATX,8 GB,2,Black / Blue,8.0
EVGA 131-GT-E767-TR,,,LGA1366,ATX,24 GB,6,Black / Gray,24.0
EVGA 270-WS-W555-A2,5.0,,LGA1366,HPTX,48 GB,12,Black / Red,48.0
Gigabyte GA-G41MT-D3,,,LGA775,Micro ATX,8 GB,2,Blue / White,8.0
ASRock H55M-LE,,,LGA1156,Micro ATX,8 GB,2,Black / Blue,8.0
Asus M4A77D,,,AM3/AM2+/AM2,ATX,16 GB,4,,16.0
Gigabyte GA-H55M-S2V,,,LGA1156,Micro ATX,16 GB,2,Blue / White,16.0
ASRock H55M-GE,,83.56,LGA1156,Micro ATX,16 GB,4,Black / Blue,16.0
ASRock G43Twins-FullHD,,,LGA775,Micro ATX,8 GB,4,,8.0
Biostar G41M7,,,LGA775,Micro ATX,8 GB,2,Multicolor,8.0
Intel DH67CL,4.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
ASRock H67M,,,LGA1155,Micro ATX,16 GB,2,,16.0
Gigabyte GA-P67A-UD3-B3,,,LGA1155,ATX,32 GB,4,Blue / White,32.0
Gigabyte GA-P61-USB3-B3,,,LGA1155,ATX,16 GB,2,Blue / White,16.0
MSI P67A-G43 (B3),3.5,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
Gigabyte GA-H61M-USB3-B3,,,LGA1155,Micro ATX,16 GB,2,Blue / White,16.0
Zotac G41ITX-B-E,,,LGA775,Mini ITX,4 GB,2,Black / Yellow,4.0
MSI H61M-P23 (B3),4.5,,LGA1155,Micro ATX,16 GB,2,Black / Blue,16.0
Gigabyte GA-880GMA-USB3,4.0,,AM3+,Micro ATX,32 GB,4,Blue / White,32.0
ASRock Z68 Pro3-M,5.0,,LGA1155,Micro ATX,32 GB,4,Black / Blue,32.0
Asus Crosshair V Formula,4.5,,AM3+,ATX,32 GB,4,Black / Red,32.0
MSI H61I-E35 (B3),,,LGA1155,Mini ITX,16 GB,2,Black / Blue,16.0
Gigabyte GA-990FXA-UD7,4.0,,AM3+,ATX,32 GB,4,Black / Silver,32.0
ASRock H61M,,,LGA1155,Micro ATX,16 GB,2,Black / Blue,16.0
Gigabyte GA-970A-D3,4.0,,AM3+,ATX,32 GB,4,Blue / White,32.0
Asus Maximus IV Gene-Z,,,LGA1155,Micro ATX,32 GB,4,Black / Red,32.0
Intel DH61SA,,,LGA1155,Micro ATX,8 GB,2,Green / Blue,8.0
MSI X79A-GD45 (8D),4.0,,LGA2011,ATX,128 GB,8,Black / Blue,128.0
Intel DB65ALB3,,,LGA1155,Micro ATX,32 GB,4,,32.0
MSI A55M-P33,3.5,,FM1,Micro ATX,16 GB,2,Black / Blue,16.0
Asus P8B75-V,4.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
ASRock Z77 Extreme4-M,4.5,,LGA1155,Micro ATX,32 GB,4,Brown / Black,32.0
Intel DZ77SL50K,3.5,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
MSI Z77A-G41,4.0,,LGA1155,ATX,32 GB,4,Black / Blue,32.0
Asus P8Z77-I DELUXE/WD,5.0,,LGA1155,Mini ITX,16 GB,2,Black / Blue,16.0
ASRock H61MV-ITX,4.5,,LGA1155,Mini ITX,16 GB,2,Black / Blue,16.0
MSI Z77A-GD65 Gaming,5.0,,LGA1155,ATX,32 GB,4,Black / Red,32.0
ASRock Z87 Pro3,4.0,,LGA1150,ATX,32 GB,4,Brown / Black,32.0
MSI Z87 MPOWER Max,5.0,,LGA1150,ATX,32 GB,4,Black / Yellow,32.0
MSI H87-G43,5.0,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
Gigabyte GA-Z87N-WIFI,4.0,,LGA1150,Mini ITX,16 GB,2,Black,16.0
Biostar H61MGV3,5.0,,LGA1155,Micro ATX,16 GB,2,Black / Red,16.0
ECS H61H2-I5 (V1.0),,,LGA1155,Mini ITX,16 GB,2,,16.0
Asus A55BM-A/USB3,5.0,,FM2+,Micro ATX,32 GB,2,Black / Gold,32.0
Asus Z87-Deluxe/QUAD,5.0,,LGA1150,ATX,32 GB,4,Black / Gold,32.0
Gigabyte GA-EP43-S3L,,,LGA775,ATX,16 GB,4,,16.0
MSI B85I,4.0,,LGA1150,Mini ITX,16 GB,2,Black / Silver,16.0
Gigabyte G1.Sniper B5,4.0,,LGA1150,ATX,32 GB,4,Black / Green,32.0
Gigabyte GA-H81-D3,4.0,,LGA1150,ATX,16 GB,2,Black / Silver,16.0
ASRock AM1B-M,4.0,,AM1,Micro ATX,32 GB,2,Black / Silver,32.0
Asus F2A85-M2,,,FM2,Micro ATX,64 GB,4,Black / Blue,64.0
Gigabyte GA-Z97X-UD5H-BK,4.5,,LGA1150,ATX,32 GB,4,Black / Gray,32.0
MSI Z97 Guard-Pro,5.0,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
Gigabyte G1.SNIPER H6,5.0,,LGA1150,ATX,32 GB,4,Black / Red,32.0
ASRock Z97 Extreme9,4.5,,LGA1150,ATX,32 GB,4,Black / Blue,32.0
ASRock Z97M-ITX/AC,4.5,,LGA1150,Mini ITX,16 GB,2,Black / Blue,16.0
ASRock H81TM-ITX R2.0,,,LGA1150,Thin Mini ITX,16 GB,2,Black,16.0
ASRock H81M-ITX/WIFI,5.0,,LGA1150,Mini ITX,16 GB,2,Brown / Black,16.0
Gigabyte GA-X99-SOC FORCE,,,LGA2011-3,EATX,64 GB,8,Black / Orange,64.0
MSI A68HM-E33,5.0,,FM2+,Micro ATX,32 GB,2,Black,32.0
Asus M5A97 PLUS,4.0,,AM3+,ATX,32 GB,4,Black / Blue,32.0
Gigabyte GA-EG43M-S2H,,,LGA775,Micro ATX,8 GB,4,Multicolor,8.0
MSI X99A GAMING 9 ACK,5.0,,LGA2011-3,EATX,128 GB,8,Black / Red,128.0
ASRock Fatal1ty X99X Killer/3.1,,,LGA2011-3,ATX,128 GB,8,Black / Red,128.0
Gigabyte GA-B85-HD3-A (rev. 1.0),,,LGA1150,ATX,32 GB,4,Black,32.0
ASRock Z170M-ITX/ac,3.5,,LGA1151,Mini ITX,32 GB,2,Black / Orange,32.0
MSI H170A PC Mate,4.0,,LGA1151,ATX,64 GB,4,Black / Silver,64.0
ASRock Fatal1ty H170 Performance,4.5,,LGA1151,ATX,64 GB,4,Black / Red,64.0
Gigabyte GA-H170M-D3H DDR3,,,LGA1151,Micro ATX,64 GB,4,Black / Gold,64.0
Gigabyte GA-H170-HD3 DDR3,,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
Gigabyte GA-Z170X-UD5 TH,4.5,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
Gigabyte GA-H110M-S2HP,,,LGA1151,Micro ATX,32 GB,2,Black,32.0
Asus B150M-PLUS D3,,,LGA1151,Micro ATX,64 GB,4,Black / Gold,64.0
ASRock H110M-ITX/ac,4.5,,LGA1151,Mini ITX,32 GB,2,Black / Orange,32.0
ECS H110M-C3D (1.0),,,LGA1151,Micro ATX,32 GB,2,Brown / Black,32.0
Asus H110M-D D3,,,LGA1151,Micro ATX,32 GB,2,Black / Silver,32.0
Gigabyte GA-Q170M-MK,,,LGA1151,Micro ATX,64 GB,4,Black / Silver,64.0
ASRock A68M-ITX,4.5,,FM2+,Mini ITX,32 GB,2,Black / Orange,32.0
Asus B150-PLUS,,,LGA1151,ATX,64 GB,4,Black / Gold,64.0
MSI H110I PRO AC,4.5,,LGA1151,Mini ITX,32 GB,2,Black / White,32.0
Supermicro X10SDV-7TP4F,,,Integrated Xeon D-1537,Flex ATX,64 GB,4,Green,64.0
MSI B250M PRO-VH,4.5,,LGA1151,Micro ATX,32 GB,2,Brown / Black,32.0
Gigabyte GA-H270M-D3H,,,LGA1151,Micro ATX,64 GB,4,Black / Gold,64.0
ASRock Fatal1ty H270 Performance,,,LGA1151,ATX,64 GB,4,Black / Red,64.0
MSI A320M BAZOOKA,4.0,,AM4,Micro ATX,64 GB,4,Black / White,64.0
Supermicro C7H170-M,,,LGA1151,Micro ATX,64 GB,4,Black / Red,64.0
Gigabyte X299 UD4,,,LGA2066,ATX,128 GB,8,Black / Gray,128.0
Gigabyte B360 HD3P,,,LGA1151,ATX,64 GB,4,Silver / Black,64.0
Gigabyte H370 AORUS GAMING 3,5.0,,LGA1151,ATX,64 GB,4,Black / Orange,64.0
MSI B360 GAMING PRO CARBON,,,LGA1151,ATX,64 GB,4,Black,64.0
MSI H310M PRO-D,,,LGA1151,Micro ATX,32 GB,2,Brown / Black,32.0
MSI H310I PRO,4.0,,LGA1151,Mini ITX,32 GB,2,Black,32.0
Gigabyte X299 AORUS Ultra Gaming Pro,,,LGA2066,ATX,128 GB,8,Black,128.0
Biostar B450MHC,,,AM4,Micro ATX,32 GB,2,Black / Yellow,32.0
EVGA Z390 FTW,5.0,,LGA1151,ATX,128 GB,4,Black / Silver,128.0
Supermicro X11SCZ-F,,,LGA1151,Micro ATX,64 GB,4,Green / Silver,64.0
ASRock X570 Extreme4 WiFi ax,,,AM4,ATX,128 GB,4,Black / Silver,128.0
Gigabyte B460M D2V,,,LGA1200,Micro ATX,64 GB,2,Black / Silver,64.0
ASRock H470 Steel Legend,,,LGA1200,ATX,128 GB,4,Black / Silver,128.0
ASRock H470M-ITX/ac,4.5,,LGA1200,Mini ITX,64 GB,2,Black / Silver,64.0
Biostar B450GT,,,AM4,Micro ATX,128 GB,4,Black,128.0
MSI X299 PRO 10G,,,LGA2066,ATX,256 GB,8,Black,256.0
Biostar Racing Z490A-Silver,,,LGA1200,ATX,128 GB,4,Black / White,128.0
Asus PRIME H470-PLUS,3.0,,LGA1200,ATX,128 GB,4,Black / White,128.0
